Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Armenia,ARM,Forest rents (% of GDP),NY.GDP.FRST.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.035463518,0.034370649,0.033929928,0.026499327,0.02903789,0.022096873,0.01898093,0.02053888,0.027069338,0.021722905,0.010231363,0.015802557,0.009295978,0.213475225,0.341265924,0.298060139,0.453640873,0.352992097,0.232663138,0.240876216,0.264168427,0.221817708,0.24581267,0.266942192,0.253397635,0.266366904,
American Samoa,ASM,Forest rents (% of GDP),NY.GDP.FRST.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Antigua and Barbuda,ATG,Forest rents (% of GDP),NY.GDP.FRST.RT.ZS,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Australia,AUS,Forest rents (% of GDP),NY.GDP.FRST.RT.ZS,,,,,,,,,,,0.20378715,0.248053761,0.276982793,0.370347322,0.246823543,0.327470159,0.266386372,0.297477515,0.297013035,0.378819945,0.445413156,0.271446658,0.311715492,0.286494218,0.197292594,0.252239889,0.281940447,0.294836348,0.233518909,0.195864372,0.193279092,0.184819832,0.188243231,0.234337531,0.235982667,0.250501326,0.224331147,0.175076841,0.189380548,0.161149282,0.177511978,0.197527926,0.190555244,0.210482384,0.116918024,0.128522607,0.148993631,0.171490133,0.173320168,0.158991233,0.131351641,0.111167785,0.09004346,0.083456535,0.118285163,0.11603879,0.136149006,0.194302214,0.172553354,0.176488836,0.181477532,
Austria,AUT,Forest rents (% of GDP),NY.GDP.FRST.RT.ZS,,,,,,,,,,,0.336570031,0.298477772,0.286103504,0.318708247,0.301256459,0.291123301,0.323728258,0.24272987,0.256246222,0.275057111,0.273087432,0.271226532,0.245091259,0.213842091,0.202104684,0.212252757,0.169208347,0.137896701,0.1460056,0.175977109,0.161902025,0.1079514,0.079568153,0.078019662,0.085912599,0.079198584,0.092843563,0.085190469,0.07244811,0.063061316,0.065219407,0.065661607,0.080087524,0.080313215,0.058413307,0.057301626,0.070898388,0.084285301,0.087588766,0.067977051,0.077426668,0.075312745,0.068055952,0.068483765,0.070245573,0.069880627,0.06436532,0.060150434,0.078185909,0.060437782,0.05720059,
Azerbaijan,AZE,Forest rents (% of GDP),NY.GDP.FRST.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0.003634557,0.003678125,0.017061667,0.002624761,0.009510675,0.001345746,0.001272112,0.000833949,0.000648702,0.000501899,0.000384561,0.00038019,0.000314207,0.000317437,0.000274693,0.009692534,0.010295611,0.014486426,0.017070142,0.019215427,0.019489273,0.019780082,0.021826663,
Burundi,BDI,Forest rents (% of GDP),NY.GDP.FRST.RT.ZS,,,,,,,,,,,6.751792437,5.38352192,6.30829521,8.72371082,8.452262421,9.708030788,7.982121159,12.43084439,11.56800891,8.294056419,8.893584594,7.575972267,10.81338427,6.538420929,6.763475281,5.929497279,8.566911399,9.312214324,10.37671616,10.65041325,13.36928095,12.68584539,14.02066839,14.23864858,17.06171534,23.749322,28.01560288,23.62156395,27.01923838,15.41724374,15.06093519,18.71641869,24.14952021,40.40829961,30.35116123,26.33230654,23.62793443,32.01122496,32.6579274,30.06556953,23.66391968,24.60307982,17.09396711,17.27822275,17.18481541,15.38962217,18.28976798,18.01037283,12.60369115,12.85111218,12.40851593,
Belgium,BEL,Forest rents (% of GDP),NY.GDP.FRST.RT.ZS,,,,,,,,,,,0.04454893,0.044925671,0.043647112,0.051644013,0.045340967,0.044281376,0.044520501,0.034076308,0.033552864,0.034484284,0.035806561,0.034923622,0.041093679,0.039481513,0.035735268,0.040091799,0.035370887,0.033153197,0.034186648,0.044670952,0.043199612,0.028024681,0.023230759,0.025308967,0.023290404,0.021136611,0.022614183,0.020357664,0.023364084,0.022844699,0.02467476,0.020974551,0.023766904,0.02176687,0.015872887,0.015655384,0.017758347,0.019110516,0.018445637,0.017397981,0.019302669,0.019283615,0.01864599,0.019336891,0.020002311,0.01953802,0.018812664,0.016658566,0.019239121,0.015095994,0.016225101,
Benin,BEN,Forest rents (% of GDP),NY.GDP.FRST.RT.ZS,,,,,,,,,,,6.707341245,5.793022976,5.340842756,7.26543586,7.300531866,8.248116961,7.170673517,11.97544818,9.875061911,7.167350843,7.31176044,6.95594702,9.973042822,7.684719977,7.257211278,5.352246332,6.73459726,5.662512971,5.997093339,6.697801118,6.386831644,6.344690231,7.571112822,4.747417786,7.995261203,8.660186284,7.906726927,7.708391081,7.39174367,3.14741802,3.260951486,3.083947304,3.301571483,4.139755214,3.125020771,3.045500541,3.046901634,3.625467642,3.647087154,3.700943676,3.419727743,3.47491972,3.912973289,3.513545175,3.703019532,4.246928499,4.402245001,4.010854166,2.329917645,2.366348617,2.254177469,
Burkina Faso,BFA,Forest rents (% of GDP),NY.GDP.FRST.RT.ZS,,,,,,,,,,,6.822118675,5.717049046,5.480045057,7.999926276,7.990758044,8.752817267,7.533902893,11.86027329,9.356168033,7.401511032,8.327283542,8.02474858,11.28259562,8.211244827,8.376151836,5.774616531,7.044987303,5.975206336,5.972818716,6.169832832,6.542843167,6.48290652,6.305506281,5.603071099,11.4691312,13.76373386,12.70197391,12.66120567,11.61581454,4.600311236,5.296454675,4.754593134,5.700212858,6.31252599,5.411231414,6.280441552,6.302306592,7.812294824,8.125412413,8.120498243,6.86206805,6.574338115,7.289768892,7.0306297,7.529583463,9.196655694,8.961045974,8.129592934,4.911280734,4.882498401,4.575819652,
Bangladesh,BGD,Forest rents (% of GDP),NY.GDP.FRST.RT.ZS,,,,,,,,,,,0.292927786,0.259880381,0.330446492,0.491545045,0.371571877,0.551952442,0.662682918,2.420676261,1.746744636,0.628411967,0.663665644,0.528625535,0.866880713,0.601347675,0.491557214,0.291143763,0.524204677,0.43011869,0.431601239,0.394468621,0.422271401,0.432418558,0.427126772,0.335066587,0.295235796,0.331326445,0.268499337,0.222586616,0.212993894,0.215622823,0.200996168,0.197175439,0.187278265,0.193756109,0.180175646,0.162460339,0.221445705,0.330018884,0.262248396,0.227762778,0.370392934,0.349362733,0.28730036,0.204590742,0.192573157,0.209557039,0.216968272,0.161093552,0.082852929,0.082477841,0.091971043,
Bulgaria,BGR,Forest rents (% of GDP),NY.GDP.FRST.RT.ZS,,,,,,,,,,,,,,,,,,,,,0.670174522,0.549378927,0.458093739,0.476014352,0.484962046,0.574528867,0.500018494,0.301033066,0.422288181,0.42165887,0.39452708,0.608133455,0.635646309,0.605782302,0.446538389,0.271917293,0.478300076,0.437597811,0.294202979,0.524000195,0.460819465,0.32746916,0.320414276,0.314150426,0.330846057,0.28933953,0.302786392,0.278729857,0.272676301,0.198003094,0.242161388,0.281708598,0.260007441,0.242541337,0.223572452,0.254889689,0.225102567,0.265667332,0.242319992,0.220847836,0.198596421,
Bahrain,BHR,Forest rents (% of GDP),NY.GDP.FRST.RT.ZS,,,,,,,,,,,,,,,,,,,,,0.000672192,0.000644729,0.001560585,0.001049701,0.001044128,0.00041728,0.001506246,0.001434284,0.001336645,0.001344208,0.001284166,0.00121099,0.001017528,0.000680169,0.000504757,0.000736494,0.001028605,0.001011938,0.001499071,0.00061017,0.000442855,0.000505079,0.000532578,0.000665347,0.000551501,0.000445782,0.00048378,0.000383867,0.000574615,0.000632799,0.000681607,0.000706833,0.000724966,0.0006029,0.000959079,0.000945605,0.000713857,0.000809602,0.000387066,0.000516963,0.000527006,
"Bahamas, The",BHS,Forest rents (% of GDP),NY.GDP.FRST.RT.ZS,,,,,,,,,,,0.906985202,0.847335719,0.893551077,0.847806842,0.747448128,0.444608755,0.270890814,0.293562659,0.296956269,0.200212489,0.226219082,0.187229092,0.185349293,0.140886369,0.114903866,0.040841526,0.040423691,0.043034982,0.066143799,0.058369889,0.117517923,0.098538602,0.084737846,0.106734839,0.082394945,0.093975507,0.08009688,0.040691346,0.0098206,0.008947106,0.006546234,0.006725527,0.008027619,0.007119133,0.006320852,0.006186466,0.007401859,0.007864169,0.008815082,0.008625399,0.015294778,0.013281663,0.012326209,0.014628204,0.017675425,0.014228497,0.017200016,0.017266867,0.01311646,0.012459496,0.017921463,
Bosnia and Herzegovina,BIH,Forest rents (% of GDP),NY.GDP.FRST.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.070252497,0.057293852,0.038907075,1.859733374,1.409517703,1.307153016,1.05942183,0.840497624,0.717945181,0.674963772,0.590959686,0.512485519,0.567445538,0.517290132,0.514781482,0.42098375,0.494000698,0.580494419,0.571892122,0.566931372,0.51829011,0.565838242,0.531419913,0.62309952,0.565568384,0.547430963,0.56361953,
Belarus,BLR,Forest rents (% of GDP),NY.GDP.FRST.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,1.03813436,1.543070874,2.373767676,2.37008585,0.564722877,0.861606608,0.71768169,0.710460754,0.580866052,0.58491496,0.584867076,0.467499832,0.433854409,0.437201413,0.370721693,0.38222728,0.418344088,0.448221113,0.650407393,0.571991656,0.570654318,0.708960897,0.842239877,1.039986447,1.129038768,1.002710863,1.158120208,
Belize,BLZ,Forest rents (% of GDP),NY.GDP.FRST.RT.ZS,,,,,,,,,,,0.993307334,0.890162687,0.817435115,1.321847133,0.992842713,1.217720709,1.13198493,1.061159345,1.12096925,1.557448552,1.318999148,1.098051542,1.724917667,0.983097545,0.660556481,0.56307571,0.458824723,0.76802523,0.666135185,0.650219922,0.763749696,0.72187098,0.638618759,0.584828609,0.527463131,0.642907054,0.543936493,0.526029361,0.438640055,0.37509073,0.274188679,0.274273816,0.285724971,0.276232721,0.244942757,0.244741996,0.234485089,0.28658452,0.302550377,0.299730289,0.495440009,0.413657457,0.396137694,0.440923258,0.493393837,0.419983714,0.482363298,0.437998574,0.351686297,0.299705196,0.429599978,
Bermuda,BMU,Forest rents (% of GDP),NY.GDP.FRST.RT.ZS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Bolivia,BOL,Forest rents (% of GDP),NY.GDP.FRST.RT.ZS,,,,,,,,,,,0.528396475,0.468480126,0.462863478,0.813935113,0.589038877,0.673347643,0.524908184,0.586367952,0.630921613,0.841196991,0.797424719,0.495832231,0.833540233,0.388199051,0.209946541,0.19685894,0.395364324,0.571805552,0.319636764,0.334295791,0.629949085,0.685049015,0.761734002,0.814331586,0.815519453,0.943505943,0.78285203,0.713165709,0.561863458,0.411573898,0.361398805,0.40627664,0.417839978,0.481903748,0.459734193,0.459709876,0.593578446,0.603823923,0.540486916,0.512193887,0.752848711,0.554657725,0.494654497,0.501834188,0.533391655,0.484734185,0.550677418,0.473523088,0.501218977,0.435996255,0.561456644,
Brazil,BRA,Forest rents (% of GDP),NY.GDP.FRST.RT.ZS,,,,,,,,,,,1.065606769,0.901203057,0.832438034,0.916829048,0.778018812,0.957024992,0.705573981,0.887443106,0.95247331,1.220021854,1.325970849,1.107880706,1.514019955,1.391250127,0.99510564,0.700330652,0.684278925,0.73417185,0.708563679,0.746545601,0.864140599,0.99838021,1.090360404,1.014152278,0.663157477,0.592516518,0.476913518,0.441682109,0.395769901,0.597985384,0.438364242,0.509243738,0.681147092,0.724837093,0.51787852,0.420035631,0.457333988,0.446927063,0.408386986,0.423451788,0.492752834,0.407418722,0.458362415,0.496176852,0.525533529,0.694350493,0.797093042,0.748017546,0.804450591,0.665811409,0.941116385,
Barbados,BRB,Forest rents (% of GDP),NY.GDP.FRST.RT.ZS,,,,,,,,,,,,,,,0.008071334,0.008767959,0.006682828,0.010222781,0.009143705,0.008128098,0.006283792,0.005279719,0.011254047,0.003573596,0.001956067,0.001176551,0.001051013,0.000953606,0.000878332,0.000786887,0.002795875,0.003345414,0.005092024,0.011931625,0.010120326,0.012955303,0.011059249,0.008973508,0.006965918,0.005725713,0.004733658,0.00498887,0.005393119,0.005747924,0.005041099,0.00555795,0.007283491,0.008022992,0.009102607,0.009810853,0.01392519,0.012429551,0.01279569,0.013948599,0.01391138,0.014047123,0.014442852,0.014229259,0.013653855,0.011271926,0.014768017,
Brunei Darussalam,BRN,Forest rents (% of GDP),NY.GDP.FRST.RT.ZS,,,,,,,,,,,0.381259363,0.491527316,0.42762261,0.422448471,0.154934256,0.255413315,0.217815289,0.202415433,0.156749452,0.182993809,0.117463277,0.129161755,0.209100116,0.220161024,0.148129687,0.152396827,0.281462048,0.297458927,0.282411495,0.279904637,0.097161042,0.099160593,0.095234758,0.108692339,0.113071329,0.104867896,0.099708484,0.075507741,0.096987099,0.085613311,0.069894457,0.082454535,0.080239343,0.089331874,0.045465064,0.055068332,0.06337437,0.078849943,0.070178917,0.078699922,0.067847828,0.048212016,0.050620381,0.053399399,0.066499705,0.053999637,0.054321488,0.056568987,0.062796492,0.064796175,0.056546786,
Bhutan,BTN,Forest rents (% of GDP),NY.GDP.FRST.RT.ZS,,,,,,,,,,,,,,,,,,,,,14.40545198,11.70369186,17.28612461,10.66475285,8.617772485,5.908309316,8.468310059,6.147121749,5.746052278,5.7566707,6.253719667,7.563780729,7.698368113,6.373776919,5.16980326,5.836746856,5.603629807,4.137226125,4.084775885,4.210973195,3.899169174,3.632640565,3.426443826,3.230045726,2.852846919,2.388662865,3.112492989,4.021067655,3.533191739,3.409985922,5.034839434,4.6209033,3.980496123,3.299767509,3.351811196,3.963892831,4.391170528,3.309966769,1.919034783,2.076206882,2.753172412,
Botswana,BWA,Forest rents (% of GDP),NY.GDP.FRST.RT.ZS,,,,,,,,,,,3.153987157,2.106629413,1.870142926,2.021626471,1.831285584,2.13511748,1.890566831,2.652681757,2.10472089,1.515627333,1.410624417,1.213986969,1.727176941,1.018428219,0.869234402,0.763761521,0.932549466,0.653248404,0.517216967,0.455268118,0.474156785,0.442562195,0.431993158,0.392283701,0.435956121,0.549447807,0.524391559,0.469356687,0.504470123,0.321924401,0.303661827,0.309289004,0.373204818,0.396162578,0.274351361,0.268650716,0.278587525,0.349831649,0.442554073,0.453528315,0.334255763,0.315735526,0.383103688,0.376687683,0.389341876,0.449896569,0.423673179,0.403879584,0.280877739,0.276917543,0.312684179,
Central African Republic,CAF,Forest rents (% of GDP),NY.GDP.FRST.RT.ZS,,,,,,,,,,,8.234246307,8.066811155,9.009108752,12.1458882,11.37106037,10.46012264,8.597198398,11.35295028,10.55839326,9.36106193,10.00216519,9.83067795,11.31925327,9.135993957,8.862790575,5.402148393,5.927869062,5.332679866,5.402469954,6.062283624,6.316305701,6.100744689,6.861758359,6.473354599,11.68981007,12.38461081,11.97508625,13.17542894,13.52725579,9.607800766,11.20861203,10.8760981,11.40759134,11.72757957,8.182282275,8.594030744,10.02011034,9.957228903,11.77336038,8.770362482,7.863817941,8.404634822,9.118238522,12.83928083,11.2325085,12.66433788,13.02447549,13.37015862,10.80862658,9.738451458,9.225493166,
Canada,CAN,Forest rents (% of GDP),NY.GDP.FRST.RT.ZS,,,,,,,,,,,0.209544736,0.202141022,0.198741234,0.311082199,0.254571852,0.247715104,0.232968494,0.262658667,0.297010997,0.339323806,0.284304314,0.212506638,0.191623209,0.184470644,0.189979084,0.177600261,0.214549936,0.221863816,0.214252664,0.199274907,0.185247217,0.160353976,0.18770184,0.300877065,0.276622019,0.287715022,0.262876197,0.247272682,0.173760606,0.207832046,0.198341072,0.156719635,0.164360689,0.130959819,0.150579011,0.12841023,0.111927194,0.096435435,0.072885,0.060383644,0.070497711,0.073606686,0.0663577,0.072534868,0.076094444,0.076694035,0.07787097,0.086317267,0.061567355,0.070632149,0.065539189,
Central Europe and the Baltics,CEB,Forest rents (% of GDP),NY.GDP.FRST.RT.ZS,,,,,,,,,,,,,,,,,,,,,0.670174522,0.549378927,0.458093739,0.476014352,0.484962046,0.574528867,0.500018494,0.830217038,0.943552899,0.758386788,0.405358626,0.384842582,0.424420643,0.490390212,0.38079369,0.393485913,0.392846973,0.36827455,0.289255484,0.352772115,0.354737556,0.294968032,0.252894731,0.26806347,0.245223826,0.212862205,0.215226789,0.215514982,0.188712678,0.186256524,0.21235624,0.229675037,0.241450123,0.227728116,0.221182896,0.217595244,0.213679826,0.259735231,0.237690145,0.233132555,0.244364931,
Switzerland,CHE,Forest rents (% of GDP),NY.GDP.FRST.RT.ZS,,,,,,,,,,,,,,,,,,,,,0.058186901,0.052994639,0.045806366,0.037660611,0.042198832,0.039075848,0.036812356,0.02987476,0.028329413,0.032990693,0.03855116,0.021030809,0.020673754,0.020547864,0.019507559,0.019335503,0.018414897,0.019488855,0.017574315,0.016948358,0.033842806,0.01999843,0.017448039,0.01791482,0.013709283,0.014192716,0.016708022,0.018432424,0.016050457,0.014648203,0.014871182,0.012345358,0.010979519,0.011802155,0.012938386,0.010448143,0.010272269,0.009496619,0.012606885,0.008604276,0.009076323,
Channel Islands,CHI,Forest rents (% of GDP),NY.GDP.FRST.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Chile,CHL,Forest rents (% of GDP),NY.GDP.FRST.RT.ZS,,,,,,,,,,,0.47530389,0.456077227,0.463161953,0.451055727,0.594553407,1.317187836,0.775097386,0.724790025,0.798735259,0.735980696,0.673936143,0.505795085,0.780869913,0.761951576,0.7688531,0.456872397,0.494209443,0.504793677,0.630232483,0.561183443,1.129536045,0.957095548,0.822652422,0.945175074,0.710171412,0.759478511,0.525895036,0.447810263,0.478362491,0.60910414,0.418089898,0.515665463,0.784304192,0.561379835,0.413191456,0.430201585,0.402500139,0.516205964,0.627530883,0.585708162,0.611162162,0.549182831,0.519692666,0.547636957,0.628037191,0.713861337,0.745716781,0.865566872,0.794704122,0.78274294,0.816840432,
China,CHN,Forest rents (% of GDP),NY.GDP.FRST.RT.ZS,,,,,,,,,,,0.626111743,0.518878176,0.592935845,1.188855796,1.111389208,1.13308858,1.460410616,1.572969006,1.732328005,2.079079424,2.185898301,1.450966707,1.464382878,1.203978383,0.828383083,0.799815192,1.006194489,1.114265465,0.968421047,0.920035698,0.873999951,0.852141031,0.87912193,0.839979269,0.732181049,0.768673198,0.676348623,0.505483393,0.406547424,0.254487476,0.222976025,0.210694613,0.206479807,0.240730804,0.188259232,0.13957176,0.138645374,0.18297084,0.225590048,0.199485034,0.188542378,0.164238961,0.141167495,0.125329532,0.14192318,0.096416401,0.103775915,0.120318647,0.096615393,0.086889129,0.084906423,
Cote d'Ivoire,CIV,Forest rents (% of GDP),NY.GDP.FRST.RT.ZS,,,,,,,,,,,5.882119608,5.648935825,6.249129835,7.463187892,6.977363725,5.739879044,5.841877201,5.292520997,4.334079925,4.789501553,4.811866233,4.141477479,5.17023104,4.650825492,4.028281879,3.248209893,3.236720776,2.757171418,2.52900617,2.832958704,3.977157252,3.436359619,3.218872868,3.126043827,4.970789509,4.798452314,2.670759795,2.407319886,2.311183152,1.958821113,2.337616005,1.869453337,1.817822769,1.927499789,1.451038864,1.448276316,1.479222684,1.779537661,1.907686028,1.834476162,1.97683776,2.128994861,2.425697098,2.085330229,2.840337137,2.083118294,2.107597017,1.98953508,1.415094094,1.306615486,1.272927178,
Cameroon,CMR,Forest rents (% of GDP),NY.GDP.FRST.RT.ZS,,,,,,,,,,,3.905608069,3.449970969,3.402939407,4.164266115,4.465391967,4.148732245,4.291835381,5.427688979,4.421461898,3.90817981,3.968915519,3.338716407,4.013464169,3.009217979,2.60443231,2.042390495,2.060851811,1.914235745,2.096199555,2.546611334,3.223977785,3.115459704,3.058923028,2.211084245,4.688285599,5.208948583,4.945481692,4.288669213,3.448227416,2.401176319,2.662865117,2.068772154,2.206081448,2.757672629,1.962343607,2.076321466,2.315507576,2.898388692,2.906408864,2.570995093,2.653396176,2.748380425,2.950113426,2.989251556,3.19154878,3.584766627,3.681936265,3.74936408,2.871155244,2.640250662,2.618541065,
"Congo, Dem. Rep.",COD,Forest rents (% of GDP),NY.GDP.FRST.RT.ZS,,,,,,,,,,,2.581780796,2.03669629,2.196451485,2.793926868,2.644676375,3.272717228,3.263803307,4.490578776,3.871454303,3.896036073,5.048435426,5.143678272,6.671761213,5.674104349,7.337866635,6.211500546,8.749339828,9.18514393,8.87401878,9.140294135,11.37420485,11.29773364,14.17335143,9.734951718,21.83077268,34.10076066,33.79919972,30.20951221,31.1838529,26.40515883,6.571169599,16.58691837,17.2884589,27.74335561,21.54334641,19.38881988,16.37930058,20.78932369,21.26861422,23.06516108,17.73540624,17.03822488,17.41686135,16.19641831,16.5325137,16.47369529,17.80379648,17.10396609,8.990380516,8.702887319,9.390393291,
